ID,E1,A2,C3R,N4R,O5R,E6,A7,C8R,N9R,O10,E11R,A12R,C13,N14,O15,E16R,A17R,C18,N19,O20,E21,A22R,C23R,N24R,O25R,E26R,A27,C28R,N29R,O30R,E31R,A32,C33,N34,O35,E36R,A37R,C38,N39,O40,E41,A42R,C43,N44R,O45R,E46,A47R,C48R,N49R,O50R,E51R,A52,C53,N54,O55R,E56,A57,C58R,N59,O60
1179,4,2,4,3,3,5,3,4,4,5,3,4,3,3,5,4,4,3,4,3,4,4,4,3,2,3,1,4,3,3,4,2,2,3,3,2,4,5,4,4,3,5,3,3,3,4,4,3,2,3,2,3,5,3,3,3,2,4,3,5
1180,2,4,5,1,2,1,4,3,2,3,4,4,2,5,4,5,2,4,5,4,1,3,5,1,4,4,5,4,2,2,4,4,4,5,4,4,4,1,5,4,1,4,1,4,2,2,4,2,1,2,5,4,4,5,2,4,4,4,4,4
1181,4,5,4,5,2,4,5,4,5,4,4,1,5,2,3,4,2,4,5,4,1,1,4,5,4,5,5,4,5,2,2,4,4,5,4,4,4,4,1,4,2,1,5,5,5,4,4,2,1,2,4,5,5,4,2,2,4,2,1,2
1182,4,5,2,5,2,3,4,1,4,4,3,4,5,3,5,5,2,4,5,2,2,3,4,4,2,2,5,4,3,2,4,5,4,2,4,2,5,5,2,5,5,3,2,5,4,2,4,2,4,2,5,5,4,4,2,5,4,2,4,2
1183,2,5,5,5,1,5,5,5,5,5,1,1,5,2,5,5,1,1,1,5,3,1,5,2,1,5,5,4,5,1,5,5,1,4,5,1,1,2,2,5,1,1,5,5,1,4,1,1,1,1,1,5,3,4,1,5,5,5,1,5
1184,2,5,1,2,3,2,5,1,2,4,3,2,5,4,3,5,1,4,4,5,4,2,3,2,2,3,4,2,3,3,5,5,5,5,5,4,2,4,5,5,3,3,5,3,4,1,1,1,1,1,2,5,5,5,2,4,4,1,4,3
1185,2,2,2,5,4,5,4,3,5,5,4,3,5,1,4,5,4,4,2,5,5,2,1,5,1,3,3,3,5,3,5,4,3,1,4,4,4,5,1,5,4,5,4,5,2,1,5,2,5,3,1,3,5,1,3,2,2,5,1,3
1186,4,5,2,5,1,5,5,1,5,5,1,2,5,1,5,2,1,4,2,5,5,1,2,4,2,1,5,1,5,1,2,5,5,3,5,2,1,5,1,5,5,2,5,5,1,4,1,1,4,1,2,5,5,1,2,4,5,1,1,5
1187,2,4,2,1,2,4,5,2,5,4,4,1,3,1,3,4,3,4,3,4,2,1,5,3,5,3,5,4,3,3,4,5,4,5,2,4,1,3,3,3,1,4,3,3,4,4,4,2,2,5,3,5,4,4,3,3,4,4,2,1
1188,3,4,4,2,4,4,5,4,2,5,2,2,5,4,5,3,1,3,4,3,4,2,4,2,1,5,4,4,2,1,4,4,2,5,2,2,3,5,4,5,2,4,5,3,1,3,2,2,1,4,1,5,5,4,1,3,4,4,2,5
1189,3,2,1,2,2,5,4,1,2,5,2,4,4,4,2,5,5,5,5,5,4,3,4,4,2,1,3,2,2,4,4,2,5,5,5,4,4,5,2,4,5,2,4,4,3,3,4,2,2,2,3,5,4,4,2,2,3,4,2,2
1190,2,5,5,2,1,2,5,5,2,5,4,4,4,5,5,5,1,4,5,5,4,2,4,2,2,2,4,4,1,1,5,4,3,5,5,5,3,5,5,5,2,4,4,2,4,2,4,2,1,4,3,5,4,5,2,2,2,4,5,5
1191,4,5,1,2,1,2,5,2,4,5,2,4,4,2,5,4,2,5,5,5,4,1,4,4,2,1,5,4,4,1,4,4,5,4,5,2,4,4,2,4,4,2,4,4,2,4,4,1,2,1,4,4,5,2,2,4,4,4,2,5
1192,4,3,4,4,3,4,4,4,2,4,2,3,4,4,4,2,4,4,4,2,4,4,4,4,3,4,4,2,4,1,2,3,4,2,3,2,3,4,4,3,4,4,4,4,4,4,3,2,4,3,2,4,3,2,4,4,3,2,3,5
1193,5,4,4,4,2,4,4,2,4,4,1,4,5,2,3,2,4,3,4,4,3,2,2,5,2,2,4,2,5,2,2,4,2,5,4,2,3,5,1,3,4,2,5,4,2,4,2,3,4,2,2,4,5,1,2,5,5,2,2,3
1194,3,4,5,2,3,2,4,5,2,4,3,2,2,4,4,2,4,2,4,4,1,2,5,4,2,2,4,5,2,2,2,4,1,4,4,2,3,3,5,4,2,2,2,3,2,5,4,4,2,4,4,4,2,5,2,2,2,5,4,3
1195,2,2,1,4,1,5,4,1,5,4,2,5,5,4,5,4,2,5,5,5,5,4,1,4,2,5,2,1,4,4,4,2,5,2,5,1,4,5,4,5,2,5,5,5,2,2,4,1,4,4,1,4,4,4,2,2,1,1,2,4
1196,2,3,2,3,2,1,5,5,2,5,4,4,4,3,4,4,2,5,3,5,1,1,4,2,4,5,3,2,3,2,5,5,5,4,5,5,1,4,2,5,1,4,4,4,1,3,1,1,2,3,5,5,5,5,2,1,2,3,2,3
1197,5,5,1,5,2,5,5,1,5,5,5,1,5,1,5,1,1,5,1,4,5,1,1,5,1,2,5,1,5,1,1,5,5,1,5,1,1,5,1,4,5,4,5,5,1,5,1,1,5,2,1,5,5,1,1,5,4,1,1,5
1198,1,5,4,1,1,2,5,3,3,5,2,2,3,3,2,5,1,4,5,5,3,1,5,1,2,4,1,2,1,1,5,4,3,5,5,3,3,4,5,5,1,5,4,2,1,2,1,2,1,1,3,5,4,5,1,3,1,3,4,4
1199,2,5,1,4,2,4,4,2,4,4,4,2,4,4,4,4,4,4,4,4,4,2,2,4,2,2,4,2,4,2,4,5,5,5,5,4,4,4,2,4,4,4,4,4,4,2,2,2,4,2,4,4,4,2,4,4,4,4,4,4
1200,4,5,3,4,3,2,5,3,4,4,2,1,5,2,5,5,1,3,4,5,2,1,3,1,3,4,4,1,5,2,5,5,3,4,4,4,1,4,4,4,3,4,5,5,2,2,1,1,1,2,4,5,5,4,2,3,4,1,1,4
1201,2,4,2,4,1,3,5,2,3,5,2,3,5,4,5,5,2,5,2,5,3,1,2,5,2,3,2,2,4,1,4,4,4,2,5,2,3,4,3,5,2,3,5,4,1,2,3,1,3,1,2,3,4,3,2,3,2,2,2,4
1202,4,4,1,4,1,1,5,1,5,5,1,1,5,1,5,1,5,5,1,5,1,1,1,5,1,1,5,1,5,1,1,5,4,1,4,1,1,5,1,5,5,1,4,4,1,4,1,1,1,1,1,5,4,1,1,5,2,1,1,4
1203,4,5,2,5,4,5,5,2,5,5,2,2,4,1,2,5,1,5,1,1,1,1,4,5,1,1,4,1,5,4,4,5,5,2,4,4,1,5,1,5,4,4,4,5,2,4,1,1,5,5,5,5,5,1,2,3,2,1,1,3
1204,2,2,1,5,1,4,3,3,4,5,3,2,5,3,5,5,4,5,4,4,3,1,1,5,1,1,1,1,5,1,3,2,1,3,5,2,5,5,5,5,3,4,3,5,1,3,4,1,4,2,1,3,5,5,2,2,4,4,1,4
1205,4,5,5,3,2,2,5,4,4,4,2,4,4,2,4,4,5,4,3,2,2,2,4,4,2,4,4,2,4,4,3,4,4,4,2,2,1,3,4,5,2,4,4,4,2,4,2,1,2,5,2,5,4,4,2,2,4,2,4,4
1206,2,5,2,1,2,1,5,1,2,5,3,2,5,3,3,4,1,5,5,4,2,1,3,1,1,2,4,2,2,3,4,5,4,5,4,3,1,5,4,5,3,3,5,4,2,4,1,1,1,2,5,5,5,4,1,3,3,2,3,2
1207,1,5,5,2,4,1,5,4,4,4,5,4,4,4,1,5,1,1,4,5,1,1,5,1,1,5,2,4,4,4,5,4,1,4,4,4,1,1,5,4,1,4,4,4,2,1,1,5,1,1,5,5,2,5,2,1,3,4,4,2
1208,4,3,2,4,1,2,4,4,2,4,4,3,4,2,3,3,4,4,4,5,3,3,4,2,3,2,3,2,4,1,3,3,5,3,5,4,2,3,5,4,2,2,4,2,1,2,3,2,2,2,3,2,4,4,1,4,3,3,4,5
1209,2,5,4,4,1,1,5,4,4,5,1,1,5,1,3,4,1,4,2,5,2,1,4,5,1,4,4,2,4,2,4,4,4,2,5,2,1,4,4,4,2,2,4,4,2,1,1,2,2,1,3,5,5,4,1,4,4,2,1,3
1210,4,5,1,4,3,5,5,1,2,5,2,1,4,4,5,4,5,5,4,2,4,1,2,4,1,1,4,1,4,1,5,5,5,4,3,2,1,5,2,5,5,4,5,5,4,1,1,1,4,3,1,5,5,4,3,5,5,1,1,5
1211,5,5,1,5,1,5,5,1,5,5,4,1,5,1,5,1,1,4,1,5,4,1,1,5,1,1,5,1,5,1,1,4,5,1,5,1,2,5,1,1,5,1,5,5,1,5,1,1,5,1,1,5,5,1,1,5,4,2,1,5
1212,2,5,4,2,2,1,5,4,3,3,4,2,4,5,1,5,1,4,4,5,1,1,4,2,4,4,4,4,2,4,5,4,4,5,5,4,2,4,5,5,1,3,4,2,4,1,4,1,1,1,5,5,4,5,4,2,5,1,4,1
1213,2,2,1,4,4,5,5,1,4,2,4,5,5,2,4,5,4,5,4,4,4,2,2,4,1,2,1,2,4,4,5,3,5,2,4,3,4,5,4,4,2,5,4,5,1,1,5,1,4,2,3,4,4,5,2,3,1,1,1,2
1214,5,5,4,3,1,3,5,4,3,4,2,2,5,3,5,3,1,3,2,5,3,2,4,5,2,4,5,2,3,1,3,5,3,4,5,3,3,4,4,4,5,4,5,3,1,4,2,3,4,1,4,5,4,4,2,5,5,1,4,5
1215,4,5,1,5,4,4,5,2,5,3,2,1,1,1,1,4,1,4,2,3,1,1,2,5,4,2,5,2,5,4,4,5,4,1,3,5,1,5,1,3,5,1,5,5,4,1,1,1,2,3,4,5,5,1,3,5,5,1,1,3
1216,2,3,1,1,2,3,5,2,1,4,2,4,5,5,3,2,1,5,5,5,2,1,1,2,2,3,2,1,1,2,2,3,5,5,5,4,2,5,4,4,1,4,4,2,2,4,2,1,1,2,3,4,5,5,2,3,2,1,5,3
1217,2,5,2,5,2,1,5,4,5,5,2,1,5,3,5,4,1,2,2,4,4,1,2,5,1,4,5,4,5,5,4,5,4,1,4,2,2,4,1,4,2,3,4,5,2,4,1,1,4,1,4,5,4,1,2,2,5,2,5,4
1218,4,5,1,5,4,1,5,1,5,5,3,1,5,1,5,3,3,5,2,3,2,1,1,3,4,2,5,1,5,2,4,5,5,4,5,2,1,5,1,2,4,1,5,5,2,4,1,1,5,4,4,5,5,1,3,5,5,1,2,5
1219,2,5,2,5,1,1,5,2,4,5,3,2,5,1,2,4,1,3,1,5,1,1,3,4,1,3,4,2,5,2,4,5,4,1,5,3,1,4,1,4,2,2,5,5,2,2,1,1,4,1,5,5,5,1,1,1,3,1,1,2
1220,2,5,2,3,1,2,5,2,4,5,2,3,4,2,4,4,1,4,4,5,3,1,4,4,2,2,4,1,4,1,4,4,4,4,5,2,2,4,4,4,3,4,5,4,1,2,1,1,2,2,2,5,4,2,2,4,4,1,2,4
1221,2,5,1,4,2,2,5,3,4,5,3,2,4,1,3,5,2,4,2,5,3,1,3,4,3,3,4,2,5,3,4,3,4,2,4,4,1,4,2,4,3,1,4,5,4,1,3,3,4,2,3,5,4,2,2,2,5,1,1,3
1222,2,3,2,2,1,2,5,2,3,5,3,2,4,4,4,5,2,5,5,5,3,2,2,4,1,5,2,2,3,2,2,2,5,4,5,2,4,4,2,5,2,2,4,3,1,3,4,2,2,4,2,4,4,3,1,2,2,1,3,5
1223,1,5,4,1,1,1,5,4,4,5,2,2,5,1,4,4,1,2,5,4,1,1,4,4,1,4,5,2,2,1,5,5,1,5,5,2,1,5,5,5,2,1,5,4,1,2,1,2,1,1,4,5,5,5,2,4,5,2,2,4
1224,4,5,3,2,1,4,5,1,3,5,4,5,5,5,5,5,1,5,5,5,5,4,1,5,1,2,5,3,1,1,4,5,5,5,5,2,4,5,5,5,2,5,5,1,1,3,1,1,2,1,1,5,5,4,1,2,1,1,5,5
1225,2,5,2,4,2,3,5,1,4,5,2,2,5,2,2,4,1,4,2,1,2,2,2,4,2,2,4,2,4,2,5,1,4,4,4,3,1,4,2,4,3,2,5,4,2,2,1,1,2,3,4,5,5,2,2,3,4,2,2,4
1226,1,1,1,1,1,2,5,2,2,5,4,4,5,2,5,5,4,5,4,5,4,2,4,1,1,5,1,1,4,1,5,4,5,5,5,3,2,5,4,5,1,5,5,4,1,1,5,1,1,2,2,5,5,4,1,1,1,1,1,4
1227,4,4,5,5,2,3,4,2,5,5,1,1,3,2,4,5,3,2,5,5,3,2,4,4,1,3,5,4,5,1,5,4,1,4,5,3,4,4,1,5,5,5,2,5,1,4,5,4,2,1,3,5,4,1,1,5,3,4,1,4
1228,1,4,3,1,5,1,4,4,1,1,3,2,4,4,3,5,3,2,4,1,1,4,4,1,5,3,4,4,1,3,5,3,5,5,3,4,4,4,4,2,3,4,3,1,4,1,2,1,1,4,5,4,3,4,5,2,3,2,5,1
1229,1,4,2,2,2,1,5,2,2,5,2,4,5,4,4,5,2,5,4,5,1,2,4,4,2,4,5,2,2,2,5,4,5,4,5,5,1,5,2,4,2,4,5,2,1,1,2,1,2,2,5,5,5,2,2,3,4,2,4,4
1230,4,5,4,4,2,2,5,4,2,5,2,1,4,1,2,4,1,1,4,5,2,1,5,4,2,2,5,5,4,4,3,4,2,4,5,4,1,2,4,2,5,4,4,3,2,2,1,1,2,1,5,5,2,4,2,4,5,5,4,2
1231,2,1,2,3,3,3,3,2,3,3,4,2,4,2,3,2,3,4,3,4,4,2,3,3,4,2,4,2,4,2,4,3,3,3,2,2,4,3,3,1,3,3,4,2,4,2,3,3,4,2,4,3,3,5,3,3,3,2,2,4
1232,2,4,3,4,3,2,4,4,4,4,2,2,3,2,3,3,2,3,3,4,2,2,4,4,3,3,3,3,3,3,4,4,3,3,4,3,2,3,2,3,3,1,3,3,2,2,2,3,3,3,3,4,4,2,3,4,4,3,3,3
1233,5,5,1,5,1,2,5,1,5,5,2,2,5,2,4,4,1,5,2,5,4,1,1,5,1,2,5,1,5,1,2,5,5,1,5,2,1,5,1,4,4,1,5,5,2,4,1,1,5,1,2,5,5,1,1,4,4,1,1,4
1234,2,5,5,4,4,2,5,2,3,5,5,3,5,3,5,5,5,3,2,5,2,2,5,3,2,3,3,4,4,1,5,2,1,4,5,1,1,3,2,5,3,3,3,3,1,2,1,1,2,3,3,5,5,2,4,5,5,2,4,5
1235,4,5,2,1,1,3,5,1,2,5,1,4,5,5,4,3,1,4,5,5,2,1,1,3,1,3,2,2,1,1,4,4,4,5,5,2,4,5,4,4,3,2,5,2,1,4,2,1,1,1,4,5,5,4,2,4,2,2,4,4
1236,2,5,4,1,2,1,5,1,2,5,2,4,4,4,3,4,5,4,5,5,2,1,2,2,1,4,3,3,1,2,4,4,4,5,5,1,3,5,4,5,1,3,4,4,1,4,4,2,1,1,1,5,4,4,1,3,3,1,4,3
1237,4,5,2,4,2,4,5,1,2,5,2,2,4,4,4,4,5,4,4,4,4,2,2,2,1,2,5,2,2,1,2,5,5,4,5,2,1,5,4,5,2,4,4,4,1,4,1,2,2,1,4,5,5,4,2,4,2,4,4,4
1238,1,4,4,2,1,1,4,2,3,4,4,4,3,5,5,5,2,3,5,5,1,1,5,3,2,2,1,4,2,1,5,3,3,4,4,5,4,3,5,4,2,4,3,2,1,1,4,2,1,1,5,4,2,4,2,1,2,3,4,4
1239,4,5,2,4,4,4,5,1,4,5,2,1,4,3,5,2,4,4,4,5,4,1,2,4,1,2,5,2,4,2,4,4,4,3,5,2,3,5,4,5,5,4,5,4,1,4,2,2,3,1,3,5,5,3,2,4,4,2,2,4
1240,4,4,4,3,1,4,4,4,2,4,2,5,5,4,4,3,2,3,4,5,4,3,4,1,4,4,4,4,3,2,3,3,3,4,5,3,4,4,5,3,2,4,4,3,4,4,4,4,3,3,4,3,3,5,5,4,3,4,4,4
1241,4,3,3,3,3,4,4,2,4,4,4,2,3,1,4,4,3,4,3,4,3,3,3,5,5,2,4,3,2,4,2,3,4,1,4,2,2,5,2,4,4,3,4,5,2,2,2,2,2,3,3,5,4,2,3,3,4,4,2,3
1242,4,5,3,2,4,3,4,1,3,5,2,1,5,4,5,1,3,4,4,5,4,3,2,3,2,1,4,2,2,1,2,5,3,4,5,2,1,4,3,5,5,4,5,3,1,4,2,2,3,2,3,4,5,4,2,4,2,2,4,5
1243,4,4,2,5,1,4,5,1,4,5,2,1,5,1,5,4,2,3,4,5,2,1,1,5,1,2,2,2,5,1,4,4,4,1,5,4,1,5,1,5,4,2,5,5,1,2,2,1,5,1,4,4,5,1,1,2,4,2,1,5
1244,2,5,1,2,1,1,5,3,2,4,1,3,5,3,3,5,1,5,4,5,1,1,4,2,2,4,3,1,2,1,5,4,5,4,5,4,1,3,4,4,2,4,5,3,1,1,1,1,5,1,5,5,3,4,1,3,3,1,4,3
1245,1,5,1,2,3,1,5,1,2,5,2,1,5,1,1,5,1,5,2,3,1,1,1,2,2,1,5,1,5,2,5,5,5,5,3,5,1,5,2,3,4,1,5,4,1,1,1,1,1,1,4,5,5,2,3,4,5,1,1,2
1246,2,5,4,4,1,2,5,3,4,5,3,2,4,4,3,5,1,3,4,5,4,2,4,4,1,4,5,2,4,1,5,4,3,2,5,4,4,5,5,5,2,1,5,3,2,2,2,2,3,1,4,5,4,5,1,2,5,3,4,4
1247,3,4,2,4,3,4,4,2,4,4,1,2,4,4,4,4,4,4,2,4,4,4,2,4,4,4,4,4,5,4,4,4,4,5,4,4,2,4,3,4,4,4,4,4,2,3,1,2,2,4,3,4,3,2,3,4,4,5,3,3
1248,4,5,1,4,1,4,5,1,5,4,2,1,5,1,4,1,1,4,2,4,4,1,1,5,1,1,5,1,5,1,1,5,4,2,4,2,1,5,1,4,5,4,5,4,1,4,1,1,1,4,1,5,5,1,1,5,5,1,1,4
1249,3,5,3,5,3,1,5,2,5,5,2,1,5,1,3,3,1,4,2,3,2,1,2,5,1,3,5,3,5,2,2,5,3,1,3,3,1,5,1,5,3,3,5,5,1,3,1,2,5,3,3,5,5,1,3,2,3,1,1,5
1250,1,5,1,2,1,4,5,2,4,5,2,1,4,4,5,5,1,5,4,5,3,1,2,3,1,3,3,1,4,1,5,5,5,5,5,1,1,4,4,5,1,3,3,4,1,1,1,1,2,1,2,5,5,4,1,3,2,1,2,5
1251,4,4,4,4,4,1,4,3,5,4,2,2,4,1,3,4,2,4,2,4,4,1,4,5,2,3,4,3,1,2,4,4,4,2,4,2,1,5,1,2,4,1,5,5,2,4,1,1,4,2,3,4,4,1,2,4,5,2,1,4
1252,2,4,1,4,4,4,4,4,3,4,4,3,4,2,3,4,3,5,2,4,4,3,4,3,4,4,1,2,4,4,4,3,5,3,4,2,2,4,2,3,3,3,4,4,3,4,3,1,2,3,3,3,4,2,4,2,3,2,2,2
1253,2,5,2,2,3,1,4,2,2,3,2,2,4,4,3,5,2,4,2,2,1,3,4,4,3,4,4,2,2,3,4,4,4,4,3,4,2,3,2,2,3,2,4,2,2,2,1,2,2,2,3,4,3,2,3,2,3,2,4,2
1254,1,4,1,2,1,1,5,3,3,5,5,2,5,4,4,5,1,4,4,5,1,1,3,3,1,4,3,4,2,1,5,3,4,4,5,2,1,4,5,5,1,5,5,3,1,1,3,1,2,1,3,5,5,5,1,1,1,2,3,5
1255,2,4,1,5,1,4,5,1,4,5,2,2,5,2,3,5,2,5,2,5,3,1,1,5,1,1,4,1,5,1,5,4,5,1,5,4,2,5,2,4,3,2,5,5,1,2,1,1,4,1,2,5,5,2,1,3,4,1,1,4
1256,4,5,1,5,2,2,5,1,5,5,1,1,5,1,2,4,1,5,1,4,4,1,1,5,2,2,4,1,5,4,4,5,5,1,5,2,1,5,1,5,5,4,5,5,4,4,1,1,5,1,4,5,5,1,4,5,4,2,1,2
1257,2,5,1,4,1,1,5,1,4,4,1,1,5,1,4,5,1,5,2,5,1,1,1,5,4,1,3,1,4,2,5,5,5,2,5,5,1,5,1,4,4,4,5,4,2,2,1,1,4,2,5,5,5,1,2,5,3,1,2,3
1258,4,4,4,3,3,3,5,3,4,3,3,3,3,3,4,5,3,4,3,3,1,1,1,5,3,3,3,1,4,3,4,3,4,2,3,3,2,3,2,3,3,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,3,3,1,3
1259,1,5,4,4,2,2,5,2,2,5,4,4,5,1,4,5,1,4,5,4,2,4,4,4,2,4,1,4,5,2,5,5,2,2,4,3,4,4,4,3,2,5,5,5,2,1,4,2,3,3,4,5,4,3,2,2,1,4,2,4
1260,3,4,2,5,4,2,5,3,4,4,2,2,5,2,3,4,2,5,4,3,2,2,3,4,3,2,4,3,4,4,4,5,4,3,2,5,1,4,3,4,4,2,5,2,3,3,2,1,3,5,4,5,4,2,3,4,5,3,4,3
1261,2,5,4,2,1,2,5,2,1,5,5,4,4,2,3,4,1,2,4,5,2,1,4,1,2,2,4,2,2,2,4,5,1,5,5,2,1,4,5,5,2,1,4,2,1,2,1,4,2,1,4,5,5,5,2,2,4,2,2,4
1262,4,5,1,5,4,2,5,1,4,5,5,1,5,1,4,4,5,5,1,4,2,1,1,4,2,2,5,1,5,4,2,5,5,1,5,2,1,5,1,4,4,1,5,5,2,4,1,1,5,4,2,5,5,2,5,5,4,1,1,4
1263,4,5,1,3,4,1,3,4,4,5,1,3,5,1,2,5,1,5,1,1,1,1,5,1,5,5,5,2,3,1,5,5,5,1,3,5,5,5,1,5,4,2,5,3,1,2,1,1,2,5,5,4,5,2,5,4,5,3,3,2
1264,2,5,3,4,4,2,4,2,4,4,2,2,4,2,4,4,4,2,4,5,2,1,2,4,2,2,5,2,5,4,4,5,2,4,5,3,1,4,4,2,2,3,4,4,2,2,2,2,4,1,4,4,4,2,2,4,4,1,1,4
1265,4,5,4,4,1,5,5,4,5,5,2,4,4,2,5,2,1,2,4,5,4,2,4,5,1,2,5,4,4,1,2,5,2,4,5,2,1,5,2,5,4,2,4,4,1,5,1,4,4,1,2,5,5,2,1,4,4,2,4,4
1266,4,4,2,3,2,2,3,3,3,3,1,4,4,4,4,3,3,4,4,4,3,2,3,2,3,1,4,3,3,2,4,3,3,4,3,2,2,5,4,4,3,3,3,3,2,4,2,2,4,3,3,5,4,4,3,4,2,3,3,4
1267,4,4,2,4,2,1,5,2,4,5,1,4,4,3,3,4,1,4,4,5,1,4,4,5,1,2,4,2,2,2,4,4,5,5,5,2,4,4,4,5,4,4,4,4,1,4,1,2,1,2,4,5,4,4,1,4,4,4,4,4
1268,4,5,3,1,1,4,5,5,3,4,1,1,4,4,5,4,5,5,4,5,4,1,3,5,3,4,4,1,3,4,1,1,4,2,3,3,4,4,2,4,4,2,4,2,3,4,1,1,3,1,2,5,5,2,2,4,3,1,1,3
1269,1,4,1,2,1,1,4,1,3,5,5,3,4,2,5,5,4,4,4,5,1,1,3,3,2,1,4,2,4,1,5,4,4,4,5,4,4,4,4,5,2,4,4,4,1,1,4,1,1,4,5,4,4,5,1,2,2,2,2,5
1270,2,5,5,5,2,4,5,4,3,5,3,3,4,2,4,4,1,2,3,5,4,3,5,4,1,2,5,4,4,2,4,5,1,4,5,2,3,4,4,5,3,1,4,4,1,4,2,4,3,1,3,4,4,4,1,3,4,3,2,4
1271,2,2,5,2,1,3,2,5,1,4,4,5,1,5,2,3,4,3,4,5,2,4,4,1,1,5,1,4,2,3,3,1,1,4,5,4,5,2,4,3,1,4,1,2,3,4,4,4,2,1,4,2,2,5,2,1,1,4,4,2
1272,2,5,1,3,1,3,5,1,3,5,1,3,5,2,4,3,1,3,2,5,1,1,1,3,1,1,3,1,4,1,4,5,3,5,5,3,1,4,4,5,3,3,5,5,1,4,1,1,1,1,3,5,5,3,1,5,3,1,3,4
1273,5,4,4,4,1,4,4,3,4,5,1,1,4,1,5,1,4,3,2,5,4,1,3,4,1,2,4,2,4,1,1,4,3,2,5,2,3,4,1,5,4,2,4,4,1,5,2,2,3,1,2,4,4,1,1,5,4,2,2,5
1274,1,5,5,2,1,1,5,5,1,5,5,4,4,5,3,5,1,5,5,5,1,3,5,2,1,5,4,5,1,1,5,4,2,5,5,3,1,3,5,5,1,1,4,1,1,1,1,5,1,1,3,4,3,5,1,1,4,4,4,3
1275,1,5,2,3,2,2,5,4,4,4,2,2,4,2,3,4,2,3,2,5,2,1,4,2,2,4,4,4,4,2,5,4,3,4,4,5,2,4,1,4,4,2,4,4,2,2,2,1,2,4,4,5,4,1,1,4,4,2,1,4
1276,1,5,1,5,2,1,5,1,5,5,1,1,5,1,5,5,1,4,2,5,1,1,2,5,1,1,5,1,5,1,5,5,5,5,5,3,1,5,1,5,5,1,5,3,1,1,1,1,4,1,3,5,5,1,1,4,5,1,1,5
1277,4,5,1,5,1,4,5,1,5,5,3,3,5,1,5,4,1,5,2,5,4,1,1,5,1,2,3,1,5,1,4,5,5,4,5,1,3,5,1,5,3,5,5,5,1,3,1,1,2,4,1,4,5,1,1,4,1,1,1,5
1278,1,5,2,1,1,1,5,2,1,5,4,2,4,4,5,5,1,4,4,5,1,1,4,1,1,4,5,2,2,1,5,4,4,5,5,5,2,4,4,5,2,3,4,2,1,1,1,1,1,4,5,5,4,4,1,1,2,2,4,5
1279,4,5,4,5,2,2,5,3,5,5,5,2,5,1,5,5,5,5,2,5,1,1,5,5,1,4,5,2,5,1,5,5,4,4,5,4,1,4,1,5,4,3,5,4,1,5,1,1,4,4,5,5,4,1,1,5,5,1,4,5
1280,1,4,1,4,2,2,4,1,4,4,2,2,5,1,5,5,2,5,2,4,2,1,2,5,2,2,3,1,5,2,5,4,4,1,4,2,4,4,2,4,3,4,5,4,2,1,2,1,4,2,3,4,4,1,2,2,1,1,1,4
1281,2,2,1,5,2,4,5,1,5,5,5,2,5,1,5,5,4,5,5,3,5,1,1,5,1,1,3,2,5,1,5,5,5,1,1,2,2,5,1,5,4,5,5,5,2,2,1,1,5,3,1,4,5,1,2,4,3,1,1,5
1282,5,3,2,5,2,5,4,2,5,5,2,3,5,1,4,2,3,3,1,3,5,4,2,5,1,1,3,3,5,2,1,4,4,2,4,2,3,5,1,5,3,4,5,5,1,4,3,3,4,3,1,4,5,2,2,4,3,4,1,4
1283,1,4,2,3,1,1,5,2,3,5,4,4,5,4,5,5,1,5,4,5,2,2,4,4,1,2,2,3,3,1,5,4,5,5,5,3,1,5,3,5,2,4,5,4,1,2,2,1,1,5,3,5,5,3,1,2,1,2,2,5
1284,5,5,1,5,1,4,5,1,5,5,1,1,5,1,5,1,1,5,2,5,5,1,1,5,1,1,4,1,5,1,1,5,5,1,5,2,1,5,1,5,5,2,5,5,1,5,1,1,5,1,1,5,5,1,1,5,4,1,1,5
1285,2,3,2,2,4,1,4,4,1,5,5,4,4,3,2,5,4,4,2,5,1,1,5,1,1,1,4,4,3,4,5,5,3,4,5,2,4,5,5,3,2,2,4,5,2,2,4,1,3,1,4,4,4,5,2,1,2,1,1,2
1286,3,2,2,4,2,4,3,2,3,4,3,3,4,2,4,2,3,4,3,4,3,2,2,4,2,2,2,2,4,2,3,3,4,2,4,2,3,4,2,3,3,4,4,4,2,3,3,2,3,3,3,3,4,2,3,3,3,3,2,4
1287,4,5,2,4,4,2,4,1,1,4,4,2,4,1,3,3,4,4,2,2,2,1,2,3,1,4,5,4,5,2,4,4,4,1,2,2,1,4,1,5,2,4,4,4,2,3,2,1,4,4,3,4,4,2,2,3,2,2,2,3
1288,5,5,1,5,5,5,5,1,5,5,1,1,5,1,5,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,1,5,5,1,5,1,1,5,1,5,4,1,5,5,1,5,1,1,1,1,5,5,5,1,1,5,5,1,1,5
1289,1,5,1,2,1,2,5,4,4,5,1,1,4,4,5,2,1,5,5,5,3,1,4,4,1,4,4,4,2,1,5,4,5,5,5,1,1,4,4,5,2,5,4,4,1,4,1,1,1,1,4,5,4,3,1,4,2,2,4,4
1290,1,5,2,2,4,3,5,1,3,4,2,2,5,4,4,5,3,3,4,2,3,3,2,4,2,2,2,3,3,3,5,5,5,3,3,3,1,5,3,5,5,4,4,4,4,1,1,1,2,1,1,1,1,2,2,2,1,2,2,4
